He_chr1	0	1000000	0.5680000
He_chr1	1000000	2000000	0.4150180
He_chr1	2000000	3000000	0.4110830
He_chr1	3000000	4000000	0.4420940
He_chr1	4000000	5000000	0.5132680
He_chr1	5000000	6000000	0.4475410
He_chr1	6000000	7000000	0.4761980
He_chr1	7000000	8000000	0.5214510
He_chr1	8000000	9000000	0.5029250
He_chr1	9000000	10000000	0.4421020
He_chr1	10000000	11000000	0.4519440
He_chr1	11000000	12000000	0.3565780
He_chr1	12000000	13000000	0.3974750
He_chr1	13000000	14000000	0.4242830
He_chr1	14000000	15000000	0.4799100
He_chr1	15000000	16000000	0.4235520
He_chr1	16000000	17000000	0.4160280
He_chr1	17000000	18000000	0.4192180
He_chr1	18000000	19000000	0.4766550
He_chr1	19000000	20000000	0.5329740
He_chr1	20000000	21000000	0.3940770
He_chr1	21000000	22000000	0.4572580
He_chr1	22000000	23000000	0.4422630
He_chr1	23000000	24000000	0.4393320
He_chr1	24000000	25000000	0.3799650
He_chr1	25000000	26000000	0.5398100
He_chr1	26000000	27000000	0.4319630
He_chr1	27000000	28000000	0.4249940
He_chr1	28000000	29000000	0.4441040
He_chr1	29000000	30000000	0.4586040
He_chr1	30000000	31000000	0.4895270
He_chr1	31000000	32000000	0.4076310
He_chr1	32000000	33000000	0.4594590
He_chr1	33000000	34000000	0.4605470
He_chr1	34000000	35000000	0.4735970
He_chr1	35000000	36000000	0.5157330
He_chr1	36000000	37000000	0.3632030
He_chr1	37000000	38000000	0.4071260
He_chr1	38000000	39000000	0.4498430
He_chr1	39000000	40000000	0.3957900
He_chr1	40000000	41000000	0.5504060
He_chr1	41000000	42000000	0.5605650
He_chr1	42000000	43000000	0.6898650
He_chr1	43000000	44000000	0.7708450
He_chr1	44000000	45000000	0.8276870
He_chr1	45000000	46000000	0.8165010
He_chr1	46000000	47000000	0.6861960
He_chr1	47000000	48000000	0.5283490
He_chr1	48000000	49000000	0.3750570
He_chr1	49000000	50000000	0.3969750
He_chr1	50000000	51000000	0.3767780
He_chr1	51000000	52000000	0.3812170
He_chr1	52000000	53000000	0.4372880
He_chr1	53000000	54000000	0.4745940
He_chr1	54000000	55000000	0.4078890
He_chr1	55000000	56000000	0.4372650
He_chr1	56000000	57000000	0.4210270
He_chr1	57000000	58000000	0.5357220
He_chr1	58000000	59000000	0.3991570
He_chr1	59000000	60000000	0.3202550
He_chr1	60000000	61000000	0.5099990
He_chr1	61000000	62000000	0.5086780
He_chr1	62000000	63000000	0.4205970
He_chr1	63000000	64000000	0.5038910
He_chr1	64000000	65000000	0.3778540
He_chr1	65000000	66000000	0.2858130
He_chr1	66000000	67000000	0.4231020
He_chr1	67000000	68000000	0.5073930
He_chr1	68000000	69000000	0.5364420
